Run_ID,Time,Obj_ID,Obj_X,Obj_Y,Obj_Z,Obj_Angle
0,13,veh2,403.2,0,115.733,143.13
0,13,veh0,14.55,0,-8,90
0,13.1,SmartAlec,133,2,-2,2
0,13.1,veh1,293.836,0,76.937,26.5638
0,13.1,veh2,403.968,0,114.709,143.13
0,13.1,veh0,14.65,0,-8,90
0,13.2,SmartAlec,134,2,-2,2
0,13.2,veh1,294.418,0,78.0998,26.5638
0,13.2,veh2,404.742,0,113.677,143.13
0,13.2,veh0,14.75,0,-8,90
0,13.3,SmartAlec,135,2,-2,2
0,13.3,veh1,295.004,0,79.2715,26.5638
0,13.3,veh2,405.522,0,112.637,143.13
0,13.3,veh0,14.85,0,-8,90
0,13.4,SmartAlec,136,2,-2,2
0,13.4,veh1,295.594,0,80.4522,26.5638
0,13.4,veh2,406.308,0,111.589,143.13
0,13.4,veh0,14.95,0,-8,90
0,13.5,SmartAlec,137,2,-2,2
0,13.5,veh1,296.189,0,81.6418,26.5638
0,13.5,veh2,407.1,0,110.533,143.13
0,13.5,veh0,15.05,0,-8,90
0,13.6,SmartAlec,138,2,-2,2
0,13.6,veh1,296.788,0,82.8403,26.5638
0,13.6,veh2,407.898,0,109.469,143.13
0,13.6,veh0,15.15,0,-8,90
0,13.7,SmartAlec,139,2,-2,2
0,13.7,veh1,297.392,0,84.0478,26.5638
0,13.7,veh2,408.702,0,108.397,143.13
0,13.7,veh0,15.25,0,-8,90
0,13.8,SmartAlec,140,2,-2,2
0,13.8,veh1,298,0,85.2643,26.5638
0,13.8,veh2,409.512,0,107.317,143.13
0,13.8,veh0,15.35,0,-8,90
0,13.9,SmartAlec,141,2,-2,2
0,13.9,veh1,298.612,0,86.4896,26.5638
0,13.9,veh2,410.328,0,106.229,143.13
0,13.9,veh0,15.45,0,-8,90
0,14,SmartAlec,142,2,-2,2
0,14,veh1,299.23,0,87.724,26.5638
0,14,veh2,411.15,0,105.133,143.13
0,14,veh0,15.55,0,-8,90
0,14.1,SmartAlec,143,2,-2,2
0,14.1,veh1,299.851,0,88.9672,26.5638
0,14.1,veh2,411.979,0,104.029,143.13
0,14.1,veh0,15.65,0,-8,90
0,14.2,SmartAlec,144,2,-2,2
0,14.2,veh1,300.477,0,90.2194,26.5638
0,14.2,veh2,412.813,0,102.917,143.13
0,14.2,veh0,15.75,0,-8,90
0,14.3,SmartAlec,145,2,-2,2
0,14.3,veh1,301.108,0,91.4806,26.5638
0,14.3,veh2,413.653,0,101.797,143.13
0,14.3,veh0,15.85,0,-8,90
0,14.4,SmartAlec,146,2,-2,2
0,14.4,veh1,301.743,0,92.7507,26.5638
0,14.4,veh2,414.499,0,100.669,143.13
0,14.4,veh0,15.95,0,-8,90
0,14.5,SmartAlec,147,2,-2,2
0,14.5,veh1,302.382,0,94.0298,26.5638
0,14.5,veh2,415.351,0,99.5325,143.13
0,14.5,veh0,16.05,0,-8,90
0,14.6,SmartAlec,148,2,-2,2
0,14.6,veh1,303.026,0,95.3178,26.5638
0,14.6,veh2,416.209,0,98.3884,143.13
0,14.6,veh0,16.15,0,-8,90
0,14.7,SmartAlec,149,2,-2,2
0,14.7,veh1,303.675,0,96.6147,26.5638
0,14.7,veh2,417.073,0,97.2364,143.13
0,14.7,veh0,16.25,0,-8,90
0,14.8,SmartAlec,150,2,-2,2
0,14.8,veh1,304.328,0,97.9206,26.5638
0,14.8,veh2,417.943,0,96.0763,143.13
0,14.8,veh0,16.35,0,-8,90
0,14.9,SmartAlec,151,2,-2,2
0,14.9,veh1,304.985,0,99.2354,26.5638
0,14.9,veh2,418.819,0,94.9083,143.13
0,14.9,veh0,16.45,0,-8,90
0,15,SmartAlec,152,2,-2,2
0,15,veh1,305.647,0,100.559,26.5638
0,15,veh2,419.701,0,93.7322,143.13
0,15,veh0,16.55,0,-8,90
0,15.1,SmartAlec,153,2,-2,2
0,15.1,veh1,306.313,0,101.892,26.5638
0,15.1,veh2,420.589,0,92.5482,143.13
0,15.1,veh0,16.65,0,-8,90
0,15.2,SmartAlec,154,2,-2,2
0,15.2,veh1,306.984,0,103.234,26.5638
0,15.2,veh2,421.483,0,91.3561,143.13
0,15.2,veh0,16.75,0,-8,90
0,15.3,SmartAlec,155,2,-2,2
0,15.3,veh1,307.659,0,104.584,26.5638
0,15.3,veh2,422.383,0,90.1561,143.13
0,15.3,veh0,16.85,0,-8,90
0,15.4,SmartAlec,156,2,-2,2
0,15.4,veh1,308.339,0,105.944,26.5638
0,15.4,veh2,423.289,0,88.948,143.13
0,15.4,veh0,16.95,0,-8,90
0,15.5,SmartAlec,157,2,-2,2
0,15.5,veh1,309.023,0,107.312,26.5638
0,15.5,veh2,424.201,0,87.732,143.13
0,15.5,veh0,17.05,0,-8,90
0,15.6,SmartAlec,158,2,-2,2
0,15.6,veh1,309.712,0,108.69,26.5638
0,15.6,veh2,425.119,0,86.5079,143.13
0,15.6,veh0,17.15,0,-8,90
0,15.7,SmartAlec,159,2,-2,2
0,15.7,veh1,310.405,0,110.076,26.5638
